Pred_Close,Pred_MA5,Pred_MA10,date
159.88687133789062,156.07737426757814,155.73868713378906,2025-12-22
160.31256103515625,157.8398864746094,155.86994323730468,2025-12-23
160.9696502685547,159.13381652832032,156.01690826416015,2025-12-24
162.13063049316406,160.55994262695313,156.87997131347657,2025-12-25
163.16796875,161.2935333251953,157.84676818847657,2025-12-26
